split,row,cluster,segment
train,1640,1,Long-term low spenders
train,1641,0,New high spenders
train,1642,1,Long-term low spenders
train,1643,3,New low spenders
train,1644,0,New high spenders
train,1645,3,New low spenders
train,1646,0,New high spenders
train,1647,3,New low spenders
train,1648,3,New low spenders
train,1649,3,New low spenders
train,1650,2,Long-term high spenders
train,1651,1,Long-term low spenders
train,1652,2,Long-term high spenders
train,1653,2,Long-term high spenders
train,1654,3,New low spenders
train,1655,0,New high spenders
train,1656,1,Long-term low spenders
train,1657,1,Long-term low spenders
train,1658,2,Long-term high spenders
train,1659,1,Long-term low spenders
train,1660,0,New high spenders
train,1661,3,New low spenders
train,1662,1,Long-term low spenders
train,1663,0,New high spenders
train,1664,0,New high spenders
train,1665,1,Long-term low spenders
train,1666,2,Long-term high spenders
train,1667,0,New high spenders
train,1668,2,Long-term high spenders
train,1669,2,Long-term high spenders
train,1670,0,New high spenders
train,1671,3,New low spenders
train,1672,3,New low spenders
train,1673,3,New low spenders
train,1674,3,New low spenders
train,1675,2,Long-term high spenders
train,1676,3,New low spenders
train,1677,1,Long-term low spenders
train,1678,3,New low spenders
train,1679,2,Long-term high spenders
train,1680,0,New high spenders
train,1681,3,New low spenders
train,1682,0,New high spenders
train,1683,2,Long-term high spenders
train,1684,0,New high spenders
train,1685,1,Long-term low spenders
train,1686,0,New high spenders
train,1687,2,Long-term high spenders
train,1688,0,New high spenders
train,1689,2,Long-term high spenders
train,1690,0,New high spenders
train,1691,2,Long-term high spenders
train,1692,1,Long-term low spenders
train,1693,0,New high spenders
train,1694,1,Long-term low spenders
train,1695,1,Long-term low spenders
train,1696,2,Long-term high spenders
train,1697,3,New low spenders
train,1698,3,New low spenders
train,1699,2,Long-term high spenders
train,1700,1,Long-term low spenders
train,1701,3,New low spenders
train,1702,2,Long-term high spenders
train,1703,1,Long-term low spenders
train,1704,3,New low spenders
train,1705,0,New high spenders
train,1706,2,Long-term high spenders
train,1707,1,Long-term low spenders
train,1708,3,New low spenders
train,1709,3,New low spenders
train,1710,0,New high spenders
train,1711,3,New low spenders
train,1712,3,New low spenders
train,1713,0,New high spenders
train,1714,0,New high spenders
train,1715,3,New low spenders
train,1716,0,New high spenders
train,1717,2,Long-term high spenders
train,1718,3,New low spenders
train,1719,1,Long-term low spenders
train,1720,2,Long-term high spenders
train,1721,0,New high spenders
train,1722,1,Long-term low spenders
train,1723,0,New high spenders
train,1724,0,New high spenders
train,1725,0,New high spenders
train,1726,0,New high spenders
train,1727,2,Long-term high spenders
train,1728,0,New high spenders
train,1729,0,New high spenders
train,1730,1,Long-term low spenders
train,1731,3,New low spenders
train,1732,0,New high spenders
train,1733,2,Long-term high spenders
train,1734,1,Long-term low spenders
train,1735,2,Long-term high spenders
train,1736,1,Long-term low spenders
train,1737,0,New high spenders
train,1738,0,New high spenders
train,1739,1,Long-term low spenders
train,1740,2,Long-term high spenders
train,1741,3,New low spenders
train,1742,0,New high spenders
train,1743,3,New low spenders
train,1744,2,Long-term high spenders
train,1745,3,New low spenders
train,1746,3,New low spenders
train,1747,0,New high spenders
train,1748,1,Long-term low spenders
train,1749,1,Long-term low spenders
train,1750,2,Long-term high spenders
train,1751,0,New high spenders
train,1752,1,Long-term low spenders
train,1753,0,New high spenders
train,1754,2,Long-term high spenders
train,1755,1,Long-term low spenders
train,1756,2,Long-term high spenders
train,1757,3,New low spenders
train,1758,0,New high spenders
train,1759,0,New high spenders
train,1760,0,New high spenders
train,1761,3,New low spenders
train,1762,3,New low spenders
train,1763,0,New high spenders
train,1764,2,Long-term high spenders
train,1765,1,Long-term low spenders
train,1766,2,Long-term high spenders
train,1767,0,New high spenders
train,1768,3,New low spenders
train,1769,0,New high spenders
train,1770,1,Long-term low spenders
train,1771,1,Long-term low spenders
train,1772,3,New low spenders
train,1773,0,New high spenders
train,1774,1,Long-term low spenders
train,1775,0,New high spenders
train,1776,3,New low spenders
train,1777,0,New high spenders
train,1778,3,New low spenders
train,1779,3,New low spenders
train,1780,0,New high spenders
train,1781,0,New high spenders
train,1782,3,New low spenders
train,1783,0,New high spenders
train,1784,0,New high spenders
train,1785,1,Long-term low spenders
train,1786,2,Long-term high spenders
train,1787,2,Long-term high spenders
train,1788,1,Long-term low spenders
train,1789,3,New low spenders
train,1790,3,New low spenders
train,1791,0,New high spenders
train,1792,0,New high spenders
train,1793,0,New high spenders
train,1794,2,Long-term high spenders
train,1795,2,Long-term high spenders
train,1796,3,New low spenders
train,1797,1,Long-term low spenders
train,1798,3,New low spenders
train,1799,0,New high spenders
train,1800,2,Long-term high spenders
train,1801,3,New low spenders
train,1802,2,Long-term high spenders
train,1803,3,New low spenders
train,1804,1,Long-term low spenders
train,1805,2,Long-term high spenders
train,1806,2,Long-term high spenders
train,1807,0,New high spenders
train,1808,3,New low spenders
train,1809,0,New high spenders
train,1810,0,New high spenders
train,1811,3,New low spenders
train,1812,0,New high spenders
train,1813,0,New high spenders
train,1814,2,Long-term high spenders
train,1815,1,Long-term low spenders
train,1816,1,Long-term low spenders
train,1817,2,Long-term high spenders
train,1818,1,Long-term low spenders
train,1819,2,Long-term high spenders
train,1820,0,New high spenders
train,1821,2,Long-term high spenders
train,1822,1,Long-term low spenders
train,1823,2,Long-term high spenders
train,1824,0,New high spenders
train,1825,3,New low spenders
train,1826,0,New high spenders
train,1827,1,Long-term low spenders
train,1828,3,New low spenders
train,1829,2,Long-term high spenders
train,1830,1,Long-term low spenders
train,1831,0,New high spenders
train,1832,3,New low spenders
train,1833,1,Long-term low spenders
train,1834,2,Long-term high spenders
train,1835,0,New high spenders
train,1836,0,New high spenders
train,1837,3,New low spenders
train,1838,1,Long-term low spenders
train,1839,0,New high spenders
train,1840,0,New high spenders
train,1841,2,Long-term high spenders
train,1842,3,New low spenders
train,1843,3,New low spenders
train,1844,1,Long-term low spenders
train,1845,3,New low spenders
train,1846,2,Long-term high spenders
train,1847,3,New low spenders
train,1848,0,New high spenders
train,1849,3,New low spenders
train,1850,0,New high spenders
train,1851,2,Long-term high spenders
train,1852,0,New high spenders
train,1853,3,New low spenders
train,1854,0,New high spenders
train,1855,0,New high spenders
train,1856,0,New high spenders
train,1857,0,New high spenders
train,1858,1,Long-term low spenders
train,1859,0,New high spenders
train,1860,0,New high spenders
train,1861,1,Long-term low spenders
train,1862,3,New low spenders
train,1863,0,New high spenders
train,1864,2,Long-term high spenders
train,1865,2,Long-term high spenders
train,1866,2,Long-term high spenders
train,1867,2,Long-term high spenders
train,1868,1,Long-term low spenders
train,1869,2,Long-term high spenders
train,1870,2,Long-term high spenders
train,1871,0,New high spenders
train,1872,1,Long-term low spenders
train,1873,0,New high spenders
train,1874,0,New high spenders
train,1875,0,New high spenders
train,1876,0,New high spenders
train,1877,2,Long-term high spenders
train,1878,1,Long-term low spenders
train,1879,1,Long-term low spenders
train,1880,2,Long-term high spenders
train,1881,0,New high spenders
train,1882,0,New high spenders
train,1883,0,New high spenders
train,1884,3,New low spenders
train,1885,2,Long-term high spenders
train,1886,0,New high spenders
train,1887,0,New high spenders
train,1888,2,Long-term high spenders
train,1889,0,New high spenders
train,1890,3,New low spenders
train,1891,1,Long-term low spenders
train,1892,3,New low spenders
train,1893,3,New low spenders
train,1894,2,Long-term high spenders
train,1895,0,New high spenders
train,1896,0,New high spenders
train,1897,3,New low spenders
train,1898,0,New high spenders
train,1899,0,New high spenders
train,1900,3,New low spenders
train,1901,1,Long-term low spenders
train,1902,3,New low spenders
train,1903,2,Long-term high spenders
train,1904,0,New high spenders
train,1905,1,Long-term low spenders
train,1906,2,Long-term high spenders
train,1907,1,Long-term low spenders
train,1908,0,New high spenders
train,1909,0,New high spenders
train,1910,0,New high spenders
train,1911,0,New high spenders
train,1912,2,Long-term high spenders
train,1913,2,Long-term high spenders
train,1914,3,New low spenders
train,1915,3,New low spenders
train,1916,3,New low spenders
train,1917,1,Long-term low spenders
train,1918,3,New low spenders
train,1919,0,New high spenders
train,1920,3,New low spenders
train,1921,2,Long-term high spenders
train,1922,0,New high spenders
train,1923,3,New low spenders
train,1924,0,New high spenders
train,1925,2,Long-term high spenders
train,1926,0,New high spenders
train,1927,0,New high spenders
train,1928,0,New high spenders
train,1929,2,Long-term high spenders
train,1930,0,New high spenders
train,1931,3,New low spenders
train,1932,3,New low spenders
train,1933,3,New low spenders
train,1934,1,Long-term low spenders
train,1935,2,Long-term high spenders
train,1936,0,New high spenders
train,1937,2,Long-term high spenders
train,1938,2,Long-term high spenders
train,1939,3,New low spenders
train,1940,0,New high spenders
train,1941,0,New high spenders
train,1942,2,Long-term high spenders
train,1943,1,Long-term low spenders
train,1944,0,New high spenders
train,1945,2,Long-term high spenders
train,1946,1,Long-term low spenders
train,1947,3,New low spenders
train,1948,2,Long-term high spenders
train,1949,3,New low spenders
train,1950,3,New low spenders
train,1951,2,Long-term high spenders
train,1952,0,New high spenders
train,1953,3,New low spenders
train,1954,2,Long-term high spenders
train,1955,2,Long-term high spenders
train,1956,0,New high spenders
train,1957,2,Long-term high spenders
train,1958,3,New low spenders
train,1959,1,Long-term low spenders
train,1960,1,Long-term low spenders
train,1961,2,Long-term high spenders
train,1962,2,Long-term high spenders
train,1963,2,Long-term high spenders
train,1964,1,Long-term low spenders
train,1965,3,New low spenders
train,1966,3,New low spenders
train,1967,2,Long-term high spenders
train,1968,3,New low spenders
train,1969,2,Long-term high spenders
train,1970,3,New low spenders
train,1971,1,Long-term low spenders
train,1972,0,New high spenders
train,1973,2,Long-term high spenders
train,1974,1,Long-term low spenders
train,1975,2,Long-term high spenders
train,1976,2,Long-term high spenders
train,1977,0,New high spenders
train,1978,3,New low spenders
train,1979,2,Long-term high spenders
train,1980,2,Long-term high spenders
train,1981,3,New low spenders
train,1982,3,New low spenders
train,1983,1,Long-term low spenders
train,1984,0,New high spenders
train,1985,3,New low spenders
train,1986,0,New high spenders
train,1987,3,New low spenders
train,1988,2,Long-term high spenders
train,1989,1,Long-term low spenders
train,1990,3,New low spenders
train,1991,3,New low spenders
train,1992,2,Long-term high spenders
train,1993,0,New high spenders
train,1994,1,Long-term low spenders
train,1995,1,Long-term low spenders
train,1996,3,New low spenders
train,1997,3,New low spenders
train,1998,0,New high spenders
train,1999,3,New low spenders
train,2000,3,New low spenders
train,2001,1,Long-term low spenders
train,2002,0,New high spenders
train,2003,0,New high spenders
train,2004,1,Long-term low spenders
train,2005,0,New high spenders
train,2006,3,New low spenders
train,2007,2,Long-term high spenders
train,2008,3,New low spenders
train,2009,2,Long-term high spenders
train,2010,3,New low spenders
train,2011,3,New low spenders
train,2012,3,New low spenders
train,2013,0,New high spenders
train,2014,3,New low spenders
train,2015,2,Long-term high spenders
train,2016,0,New high spenders
train,2017,3,New low spenders
train,2018,2,Long-term high spenders
train,2019,3,New low spenders
train,2020,0,New high spenders
train,2021,0,New high spenders
train,2022,2,Long-term high spenders
train,2023,1,Long-term low spenders
train,2024,3,New low spenders
train,2025,2,Long-term high spenders
train,2026,0,New high spenders
train,2027,3,New low spenders
train,2028,2,Long-term high spenders
train,2029,3,New low spenders
train,2030,3,New low spenders
train,2031,2,Long-term high spenders
train,2032,1,Long-term low spenders
train,2033,3,New low spenders
train,2034,3,New low spenders
train,2035,0,New high spenders
train,2036,2,Long-term high spenders
train,2037,0,New high spenders
train,2038,0,New high spenders
train,2039,2,Long-term high spenders
train,2040,2,Long-term high spenders
train,2041,1,Long-term low spenders
train,2042,0,New high spenders
train,2043,0,New high spenders
train,2044,2,Long-term high spenders
train,2045,0,New high spenders
train,2046,2,Long-term high spenders
train,2047,0,New high spenders
train,2048,1,Long-term low spenders
train,2049,0,New high spenders
train,2050,1,Long-term low spenders
train,2051,0,New high spenders
train,2052,1,Long-term low spenders
train,2053,3,New low spenders
train,2054,0,New high spenders
train,2055,0,New high spenders
train,2056,0,New high spenders
train,2057,2,Long-term high spenders
train,2058,1,Long-term low spenders
train,2059,3,New low spenders
train,2060,2,Long-term high spenders
train,2061,0,New high spenders
train,2062,2,Long-term high spenders
train,2063,2,Long-term high spenders
train,2064,2,Long-term high spenders
train,2065,2,Long-term high spenders
train,2066,0,New high spenders
train,2067,0,New high spenders
train,2068,0,New high spenders
train,2069,1,Long-term low spenders
train,2070,3,New low spenders
train,2071,3,New low spenders
train,2072,1,Long-term low spenders
train,2073,0,New high spenders
train,2074,1,Long-term low spenders
train,2075,0,New high spenders
train,2076,2,Long-term high spenders
train,2077,2,Long-term high spenders
train,2078,0,New high spenders
train,2079,2,Long-term high spenders
train,2080,2,Long-term high spenders
train,2081,2,Long-term high spenders
train,2082,1,Long-term low spenders
train,2083,2,Long-term high spenders
train,2084,3,New low spenders
train,2085,3,New low spenders
train,2086,0,New high spenders
train,2087,1,Long-term low spenders
train,2088,2,Long-term high spenders
train,2089,3,New low spenders
train,2090,0,New high spenders
train,2091,2,Long-term high spenders
train,2092,0,New high spenders
train,2093,2,Long-term high spenders
train,2094,3,New low spenders
train,2095,0,New high spenders
train,2096,2,Long-term high spenders
train,2097,2,Long-term high spenders
train,2098,1,Long-term low spenders
train,2099,1,Long-term low spenders
train,2100,1,Long-term low spenders
train,2101,1,Long-term low spenders
train,2102,2,Long-term high spenders
train,2103,0,New high spenders
train,2104,2,Long-term high spenders
train,2105,3,New low spenders
train,2106,0,New high spenders
train,2107,1,Long-term low spenders
train,2108,2,Long-term high spenders
train,2109,2,Long-term high spenders
train,2110,2,Long-term high spenders
train,2111,2,Long-term high spenders
train,2112,3,New low spenders
train,2113,2,Long-term high spenders
train,2114,1,Long-term low spenders
train,2115,2,Long-term high spenders
train,2116,1,Long-term low spenders
train,2117,2,Long-term high spenders
train,2118,3,New low spenders
train,2119,2,Long-term high spenders
train,2120,2,Long-term high spenders
train,2121,1,Long-term low spenders
train,2122,2,Long-term high spenders
train,2123,3,New low spenders
train,2124,1,Long-term low spenders
train,2125,3,New low spenders
train,2126,0,New high spenders
train,2127,2,Long-term high spenders
train,2128,1,Long-term low spenders
train,2129,3,New low spenders
train,2130,0,New high spenders
train,2131,0,New high spenders
train,2132,2,Long-term high spenders
train,2133,0,New high spenders
train,2134,1,Long-term low spenders
train,2135,2,Long-term high spenders
train,2136,1,Long-term low spenders
train,2137,0,New high spenders
train,2138,2,Long-term high spenders
train,2139,2,Long-term high spenders
train,2140,3,New low spenders
train,2141,3,New low spenders
train,2142,3,New low spenders
train,2143,0,New high spenders
train,2144,2,Long-term high spenders
train,2145,2,Long-term high spenders
train,2146,0,New high spenders
train,2147,2,Long-term high spenders
train,2148,0,New high spenders
train,2149,3,New low spenders
train,2150,2,Long-term high spenders
train,2151,0,New high spenders
train,2152,0,New high spenders
train,2153,1,Long-term low spenders
train,2154,2,Long-term high spenders
train,2155,0,New high spenders
train,2156,2,Long-term high spenders
train,2157,0,New high spenders
train,2158,0,New high spenders
train,2159,2,Long-term high spenders
train,2160,3,New low spenders
train,2161,2,Long-term high spenders
train,2162,3,New low spenders
train,2163,1,Long-term low spenders
train,2164,2,Long-term high spenders
train,2165,1,Long-term low spenders
train,2166,3,New low spenders
train,2167,3,New low spenders
train,2168,3,New low spenders
train,2169,2,Long-term high spenders
train,2170,0,New high spenders
train,2171,1,Long-term low spenders
train,2172,2,Long-term high spenders
train,2173,0,New high spenders
train,2174,2,Long-term high spenders
train,2175,0,New high spenders
train,2176,1,Long-term low spenders
train,2177,3,New low spenders
train,2178,3,New low spenders
train,2179,2,Long-term high spenders
train,2180,3,New low spenders
train,2181,2,Long-term high spenders
train,2182,3,New low spenders
train,2183,2,Long-term high spenders
train,2184,3,New low spenders
train,2185,0,New high spenders
train,2186,3,New low spenders
train,2187,3,New low spenders
train,2188,2,Long-term high spenders
train,2189,0,New high spenders
train,2190,2,Long-term high spenders
train,2191,0,New high spenders
train,2192,1,Long-term low spenders
train,2193,1,Long-term low spenders
train,2194,2,Long-term high spenders
train,2195,1,Long-term low spenders
train,2196,2,Long-term high spenders
train,2197,2,Long-term high spenders
train,2198,0,New high spenders
train,2199,0,New high spenders
train,2200,2,Long-term high spenders
train,2201,3,New low spenders
train,2202,0,New high spenders
train,2203,2,Long-term high spenders
train,2204,0,New high spenders
train,2205,0,New high spenders
train,2206,0,New high spenders
train,2207,1,Long-term low spenders
train,2208,0,New high spenders
train,2209,0,New high spenders
train,2210,1,Long-term low spenders
train,2211,0,New high spenders
train,2212,3,New low spenders
train,2213,3,New low spenders
train,2214,2,Long-term high spenders
train,2215,1,Long-term low spenders
train,2216,3,New low spenders
train,2217,0,New high spenders
train,2218,0,New high spenders
train,2219,2,Long-term high spenders
train,2220,1,Long-term low spenders
train,2221,1,Long-term low spenders
train,2222,0,New high spenders
train,2223,1,Long-term low spenders
train,2224,2,Long-term high spenders
train,2225,0,New high spenders
train,2226,0,New high spenders
train,2227,3,New low spenders
train,2228,0,New high spenders
train,2229,1,Long-term low spenders
train,2230,1,Long-term low spenders
train,2231,1,Long-term low spenders
train,2232,2,Long-term high spenders
train,2233,3,New low spenders
train,2234,0,New high spenders
train,2235,2,Long-term high spenders
train,2236,3,New low spenders
train,2237,0,New high spenders
train,2238,0,New high spenders
train,2239,2,Long-term high spenders
train,2240,3,New low spenders
train,2241,2,Long-term high spenders
train,2242,2,Long-term high spenders
train,2243,1,Long-term low spenders
train,2244,0,New high spenders
train,2245,1,Long-term low spenders
train,2246,1,Long-term low spenders
train,2247,0,New high spenders
train,2248,2,Long-term high spenders
train,2249,3,New low spenders
train,2250,2,Long-term high spenders
train,2251,3,New low spenders
train,2252,2,Long-term high spenders
train,2253,2,Long-term high spenders
train,2254,3,New low spenders
train,2255,3,New low spenders
train,2256,3,New low spenders
train,2257,2,Long-term high spenders
train,2258,0,New high spenders
train,2259,2,Long-term high spenders
train,2260,1,Long-term low spenders
train,2261,0,New high spenders
train,2262,2,Long-term high spenders
train,2263,1,Long-term low spenders
train,2264,2,Long-term high spenders
train,2265,1,Long-term low spenders
train,2266,2,Long-term high spenders
train,2267,1,Long-term low spenders
train,2268,3,New low spenders
train,2269,0,New high spenders
train,2270,2,Long-term high spenders
train,2271,0,New high spenders
train,2272,0,New high spenders
train,2273,1,Long-term low spenders
train,2274,0,New high spenders
train,2275,0,New high spenders
train,2276,0,New high spenders
train,2277,3,New low spenders
train,2278,0,New high spenders
train,2279,3,New low spenders
train,2280,2,Long-term high spenders
train,2281,0,New high spenders
train,2282,3,New low spenders
train,2283,2,Long-term high spenders
train,2284,2,Long-term high spenders
train,2285,3,New low spenders
train,2286,0,New high spenders
train,2287,2,Long-term high spenders
train,2288,0,New high spenders
train,2289,0,New high spenders
train,2290,0,New high spenders
train,2291,0,New high spenders
train,2292,3,New low spenders
train,2293,2,Long-term high spenders
train,2294,1,Long-term low spenders
train,2295,2,Long-term high spenders
train,2296,3,New low spenders
train,2297,0,New high spenders
train,2298,2,Long-term high spenders
train,2299,3,New low spenders
train,2300,3,New low spenders
train,2301,2,Long-term high spenders
train,2302,1,Long-term low spenders
train,2303,0,New high spenders
train,2304,3,New low spenders
train,2305,0,New high spenders
train,2306,0,New high spenders
train,2307,3,New low spenders
train,2308,3,New low spenders
train,2309,3,New low spenders
train,2310,3,New low spenders
train,2311,2,Long-term high spenders
train,2312,1,Long-term low spenders
train,2313,2,Long-term high spenders
train,2314,2,Long-term high spenders
train,2315,0,New high spenders
train,2316,1,Long-term low spenders
train,2317,0,New high spenders
train,2318,0,New high spenders
train,2319,2,Long-term high spenders
train,2320,0,New high spenders
train,2321,3,New low spenders
train,2322,2,Long-term high spenders
train,2323,2,Long-term high spenders
train,2324,2,Long-term high spenders
train,2325,3,New low spenders
train,2326,3,New low spenders
train,2327,2,Long-term high spenders
train,2328,0,New high spenders
train,2329,2,Long-term high spenders
train,2330,1,Long-term low spenders
train,2331,2,Long-term high spenders
train,2332,0,New high spenders
train,2333,2,Long-term high spenders
train,2334,2,Long-term high spenders
train,2335,2,Long-term high spenders
train,2336,1,Long-term low spenders
train,2337,0,New high spenders
train,2338,2,Long-term high spenders
train,2339,0,New high spenders
train,2340,2,Long-term high spenders
train,2341,2,Long-term high spenders
train,2342,1,Long-term low spenders
train,2343,0,New high spenders
train,2344,1,Long-term low spenders
train,2345,0,New high spenders
train,2346,2,Long-term high spenders
train,2347,1,Long-term low spenders
train,2348,2,Long-term high spenders
train,2349,1,Long-term low spenders
train,2350,3,New low spenders
train,2351,2,Long-term high spenders
train,2352,1,Long-term low spenders
train,2353,2,Long-term high spenders
train,2354,1,Long-term low spenders
train,2355,2,Long-term high spenders
train,2356,2,Long-term high spenders
train,2357,2,Long-term high spenders
train,2358,2,Long-term high spenders
train,2359,0,New high spenders
train,2360,1,Long-term low spenders
train,2361,3,New low spenders
train,2362,0,New high spenders
train,2363,3,New low spenders
train,2364,3,New low spenders
train,2365,2,Long-term high spenders
train,2366,3,New low spenders
train,2367,3,New low spenders
train,2368,0,New high spenders
train,2369,1,Long-term low spenders
train,2370,0,New high spenders
train,2371,3,New low spenders
train,2372,0,New high spenders
train,2373,0,New high spenders
train,2374,0,New high spenders
train,2375,0,New high spenders
train,2376,2,Long-term high spenders
train,2377,0,New high spenders
train,2378,0,New high spenders
train,2379,0,New high spenders
train,2380,2,Long-term high spenders
train,2381,2,Long-term high spenders
train,2382,0,New high spenders
train,2383,2,Long-term high spenders
train,2384,3,New low spenders
train,2385,1,Long-term low spenders
train,2386,0,New high spenders
train,2387,3,New low spenders
train,2388,0,New high spenders
train,2389,0,New high spenders
train,2390,3,New low spenders
train,2391,1,Long-term low spenders
train,2392,0,New high spenders
train,2393,1,Long-term low spenders
train,2394,1,Long-term low spenders
train,2395,0,New high spenders
train,2396,1,Long-term low spenders
train,2397,0,New high spenders
train,2398,3,New low spenders
train,2399,3,New low spenders
train,2400,0,New high spenders
train,2401,0,New high spenders
train,2402,0,New high spenders
train,2403,0,New high spenders
train,2404,3,New low spenders
train,2405,0,New high spenders
train,2406,1,Long-term low spenders
train,2407,0,New high spenders
train,2408,2,Long-term high spenders
train,2409,0,New high spenders
train,2410,0,New high spenders
train,2411,0,New high spenders
train,2412,1,Long-term low spenders
train,2413,0,New high spenders
train,2414,0,New high spenders
train,2415,3,New low spenders
train,2416,2,Long-term high spenders
train,2417,3,New low spenders
train,2418,0,New high spenders
train,2419,0,New high spenders
train,2420,0,New high spenders
train,2421,1,Long-term low spenders
train,2422,2,Long-term high spenders
train,2423,2,Long-term high spenders
train,2424,0,New high spenders
train,2425,0,New high spenders
train,2426,3,New low spenders
train,2427,0,New high spenders
train,2428,2,Long-term high spenders
train,2429,3,New low spenders
train,2430,2,Long-term high spenders
train,2431,3,New low spenders
train,2432,2,Long-term high spenders
train,2433,0,New high spenders
train,2434,3,New low spenders
train,2435,1,Long-term low spenders
train,2436,1,Long-term low spenders
train,2437,3,New low spenders
train,2438,2,Long-term high spenders
train,2439,3,New low spenders
train,2440,0,New high spenders
train,2441,3,New low spenders
train,2442,0,New high spenders
train,2443,1,Long-term low spenders
train,2444,3,New low spenders
train,2445,0,New high spenders
train,2446,0,New high spenders
train,2447,2,Long-term high spenders
train,2448,2,Long-term high spenders
train,2449,1,Long-term low spenders
train,2450,3,New low spenders
train,2451,1,Long-term low spenders
train,2452,3,New low spenders
train,2453,2,Long-term high spenders
train,2454,0,New high spenders
train,2455,3,New low spenders
train,2456,0,New high spenders
train,2457,2,Long-term high spenders
train,2458,1,Long-term low spenders
train,2459,2,Long-term high spenders
train,2460,0,New high spenders
train,2461,1,Long-term low spenders
train,2462,1,Long-term low spenders
train,2463,1,Long-term low spenders
train,2464,1,Long-term low spenders
train,2465,0,New high spenders
train,2466,0,New high spenders
train,2467,3,New low spenders
train,2468,3,New low spenders
train,2469,0,New high spenders
train,2470,0,New high spenders
train,2471,2,Long-term high spenders
train,2472,1,Long-term low spenders
train,2473,1,Long-term low spenders
train,2474,3,New low spenders
train,2475,2,Long-term high spenders
train,2476,3,New low spenders
train,2477,2,Long-term high spenders
train,2478,0,New high spenders
train,2479,1,Long-term low spenders
train,2480,2,Long-term high spenders
train,2481,0,New high spenders
train,2482,0,New high spenders
train,2483,0,New high spenders
train,2484,2,Long-term high spenders
train,2485,0,New high spenders
train,2486,2,Long-term high spenders
train,2487,1,Long-term low spenders
train,2488,1,Long-term low spenders
train,2489,0,New high spenders
train,2490,1,Long-term low spenders
train,2491,2,Long-term high spenders
train,2492,2,Long-term high spenders
train,2493,0,New high spenders
train,2494,0,New high spenders
train,2495,2,Long-term high spenders
train,2496,1,Long-term low spenders
train,2497,3,New low spenders
train,2498,0,New high spenders
train,2499,0,New high spenders
train,2500,2,Long-term high spenders
train,2501,0,New high spenders
train,2502,2,Long-term high spenders
train,2503,0,New high spenders
train,2504,0,New high spenders
train,2505,0,New high spenders
train,2506,3,New low spenders
train,2507,3,New low spenders
train,2508,3,New low spenders
train,2509,3,New low spenders
train,2510,3,New low spenders
train,2511,2,Long-term high spenders
train,2512,0,New high spenders
train,2513,3,New low spenders
train,2514,0,New high spenders
train,2515,1,Long-term low spenders
train,2516,0,New high spenders
train,2517,0,New high spenders
train,2518,3,New low spenders
train,2519,2,Long-term high spenders
train,2520,0,New high spenders
train,2521,1,Long-term low spenders
train,2522,0,New high spenders
train,2523,2,Long-term high spenders
train,2524,2,Long-term high spenders
train,2525,3,New low spenders
train,2526,3,New low spenders
train,2527,0,New high spenders
train,2528,2,Long-term high spenders
train,2529,0,New high spenders
train,2530,2,Long-term high spenders
train,2531,1,Long-term low spenders
train,2532,2,Long-term high spenders
train,2533,3,New low spenders
train,2534,2,Long-term high spenders
train,2535,1,Long-term low spenders
train,2536,2,Long-term high spenders
train,2537,0,New high spenders
train,2538,0,New high spenders
train,2539,2,Long-term high spenders
train,2540,0,New high spenders
train,2541,0,New high spenders
train,2542,2,Long-term high spenders
train,2543,3,New low spenders
train,2544,0,New high spenders
train,2545,0,New high spenders
train,2546,2,Long-term high spenders
train,2547,1,Long-term low spenders
train,2548,3,New low spenders
train,2549,3,New low spenders
train,2550,0,New high spenders
train,2551,2,Long-term high spenders
train,2552,2,Long-term high spenders
train,2553,2,Long-term high spenders
train,2554,1,Long-term low spenders
train,2555,2,Long-term high spenders
train,2556,3,New low spenders
train,2557,1,Long-term low spenders
train,2558,0,New high spenders
train,2559,2,Long-term high spenders
train,2560,2,Long-term high spenders
train,2561,1,Long-term low spenders
train,2562,3,New low spenders
train,2563,0,New high spenders
train,2564,0,New high spenders
train,2565,1,Long-term low spenders
train,2566,2,Long-term high spenders
train,2567,0,New high spenders
train,2568,2,Long-term high spenders
train,2569,2,Long-term high spenders
train,2570,1,Long-term low spenders
train,2571,0,New high spenders
train,2572,2,Long-term high spenders
train,2573,3,New low spenders
train,2574,3,New low spenders
train,2575,1,Long-term low spenders
train,2576,3,New low spenders
train,2577,3,New low spenders
train,2578,3,New low spenders
train,2579,3,New low spenders
train,2580,0,New high spenders
train,2581,0,New high spenders
train,2582,1,Long-term low spenders
train,2583,3,New low spenders
train,2584,0,New high spenders
train,2585,1,Long-term low spenders
train,2586,3,New low spenders
train,2587,3,New low spenders
train,2588,2,Long-term high spenders
train,2589,2,Long-term high spenders
train,2590,3,New low spenders
train,2591,3,New low spenders
train,2592,0,New high spenders
train,2593,2,Long-term high spenders
train,2594,0,New high spenders
train,2595,0,New high spenders
train,2596,2,Long-term high spenders
train,2597,1,Long-term low spenders
train,2598,0,New high spenders
train,2599,0,New high spenders
train,2600,3,New low spenders
train,2601,1,Long-term low spenders
train,2602,3,New low spenders
train,2603,0,New high spenders
train,2604,0,New high spenders
train,2605,1,Long-term low spenders
train,2606,3,New low spenders
train,2607,2,Long-term high spenders
train,2608,1,Long-term low spenders
train,2609,2,Long-term high spenders
train,2610,0,New high spenders
train,2611,0,New high spenders
train,2612,3,New low spenders
train,2613,1,Long-term low spenders
train,2614,0,New high spenders
